TOTIME         ,SWRDT          ,KPER      ,KSTP      ,KSWR      ,STAGE0000000001,STAGE0000000002,STAGE0000000003,STAGE0000000004,STAGE0000000005,STAGE0000000006,STAGE0000000007,STAGE0000000008,STAGE0000000009,STAGE0000000010,STAGE0000000011,STAGE0000000012,STAGE0000000013,STAGE0000000014,STAGE0000000015,STAGE0000000016,STAGE0000000017,STAGE0000000018,STAGE0000000019,STAGE0000000020,STAGE0000000021,
  0.1014000E+06,  0.3000000E+03,         2,        25,         2,  0.4485255E+01,  0.4446916E+01,  0.4410819E+01,  0.4376876E+01,  0.4345010E+01,  0.4315143E+01,  0.4287201E+01,  0.4261113E+01,  0.4236795E+01,  0.4214157E+01,  0.4193103E+01,  0.4173539E+01,  0.4155371E+01,  0.4138507E+01,  0.4122858E+01,  0.4108338E+01,  0.4094866E+01,  0.4082366E+01,  0.4070766E+01,  0.4059998E+01,  0.4050000E+01,
  0.1020000E+06,  0.3000000E+03,         2,        26,         2,  0.4477506E+01,  0.4438983E+01,  0.4402911E+01,  0.4369168E+01,  0.4337637E+01,  0.4308206E+01,  0.4280774E+01,  0.4255237E+01,  0.4231487E+01,  0.4209415E+01,  0.4188916E+01,  0.4169888E+01,  0.4152232E+01,  0.4135853E+01,  0.4120661E+01,  0.4106570E+01,  0.4093501E+01,  0.4081377E+01,  0.4070128E+01,  0.4059690E+01,  0.4050000E+01,
  0.1026000E+06,  0.3000000E+03,         2,        27,         2,  0.4471577E+01,  0.4432876E+01,  0.4396760E+01,  0.4363092E+01,  0.4331739E+01,  0.4302571E+01,  0.4275471E+01,  0.4250313E+01,  0.4226970E+01,  0.4205324E+01,  0.4185257E+01,  0.4166659E+01,  0.4149427E+01,  0.4133460E+01,  0.4118666E+01,  0.4104955E+01,  0.4092247E+01,  0.4080465E+01,  0.4069540E+01,  0.4059405E+01,  0.4050000E+01,
  0.1032000E+06,  0.3000000E+03,         2,        28,         2,  0.4466896E+01,  0.4428042E+01,  0.4391872E+01,  0.4358239E+01,  0.4326999E+01,  0.4298021E+01,  0.4271163E+01,  0.4246286E+01,  0.4223253E+01,  0.4201936E+01,  0.4182210E+01,  0.4163958E+01,  0.4147069E+01,  0.4131441E+01,  0.4116976E+01,  0.4103583E+01,  0.4091180E+01,  0.4079688E+01,  0.4069037E+01,  0.4059162E+01,  0.4050000E+01,
  0.1038000E+06,  0.3000000E+03,         2,        29,         2,  0.4463156E+01,  0.4424176E+01,  0.4387958E+01,  0.4354347E+01,  0.4323195E+01,  0.4294358E+01,  0.4267685E+01,  0.4243026E+01,  0.4220236E+01,  0.4199180E+01,  0.4179725E+01,  0.4161750E+01,  0.4145140E+01,  0.4129786E+01,  0.4115590E+01,  0.4102457E+01,  0.4090303E+01,  0.4079049E+01,  0.4068624E+01,  0.4058962E+01,  0.4050000E+01,
  0.1044000E+06,  0.3000000E+03,         2,        30,         2,  0.4460158E+01,  0.4421076E+01,  0.4384817E+01,  0.4351222E+01,  0.4320138E+01,  0.4291413E+01,  0.4264886E+01,  0.4240400E+01,  0.4217804E+01,  0.4196956E+01,  0.4177719E+01,  0.4159967E+01,  0.4143580E+01,  0.4128448E+01,  0.4114467E+01,  0.4101545E+01,  0.4089592E+01,  0.4078531E+01,  0.4068289E+01,  0.4058800E+01,  0.4050000E+01,
  0.1050000E+06,  0.3000000E+03,         2,        31,         2,  0.4457747E+01,  0.4418582E+01,  0.4382289E+01,  0.4348706E+01,  0.4317679E+01,  0.4289044E+01,  0.4262634E+01,  0.4238288E+01,  0.4215848E+01,  0.4195168E+01,  0.4176106E+01,  0.4158533E+01,  0.4142326E+01,  0.4127372E+01,  0.4113566E+01,  0.4100812E+01,  0.4089022E+01,  0.4078115E+01,  0.4068021E+01,  0.4058670E+01,  0.4050000E+01,
  0.1056000E+06,  0.3000000E+03,         2,        32,         2,  0.4455809E+01,  0.4416577E+01,  0.4380257E+01,  0.4346686E+01,  0.4315704E+01,  0.4287141E+01,  0.4260826E+01,  0.4236592E+01,  0.4214278E+01,  0.4193732E+01,  0.4174812E+01,  0.4157382E+01,  0.4141320E+01,  0.4126509E+01,  0.4112843E+01,  0.4100224E+01,  0.4088564E+01,  0.4077782E+01,  0.4067805E+01,  0.4058565E+01,  0.4050000E+01,
  0.1062000E+06,  0.3000000E+03,         2,        33,         2,  0.4454254E+01,  0.4414968E+01,  0.4378627E+01,  0.4345066E+01,  0.4314120E+01,  0.4285615E+01,  0.4259376E+01,  0.4235232E+01,  0.4213019E+01,  0.4192582E+01,  0.4173774E+01,  0.4156461E+01,  0.4140514E+01,  0.4125817E+01,  0.4112264E+01,  0.4099754E+01,  0.4088198E+01,  0.4077516E+01,  0.4067633E+01,  0.4058482E+01,  0.4050000E+01,
  0.1068000E+06,  0.3000000E+03,         2,        34,         2,  0.4453006E+01,  0.4413678E+01,  0.4377320E+01,  0.4343767E+01,  0.4312850E+01,  0.4284392E+01,  0.4258214E+01,  0.4234142E+01,  0.4212010E+01,  0.4191660E+01,  0.4172944E+01,  0.4155723E+01,  0.4139869E+01,  0.4125264E+01,  0.4111800E+01,  0.4099378E+01,  0.4087906E+01,  0.4077303E+01,  0.4067495E+01,  0.4058415E+01,  0.4050000E+01,
  0.1074000E+06,  0.3000000E+03,         2,        35,         2,  0.4452007E+01,  0.4412644E+01,  0.4376273E+01,  0.4342726E+01,  0.4311832E+01,  0.4283412E+01,  0.4257283E+01,  0.4233270E+01,  0.4211203E+01,  0.4190923E+01,  0.4172279E+01,  0.4155132E+01,  0.4139353E+01,  0.4124822E+01,  0.4111430E+01,  0.4099077E+01,  0.4087672E+01,  0.4077132E+01,  0.4067385E+01,  0.4058362E+01,  0.4050000E+01,
  0.1080000E+06,  0.3000000E+03,         2,        36,         2,  0.4451206E+01,  0.4411815E+01,  0.4375433E+01,  0.4341892E+01,  0.4311017E+01,  0.4282627E+01,  0.4256538E+01,  0.4232571E+01,  0.4210557E+01,  0.4190332E+01,  0.4171747E+01,  0.4154660E+01,  0.4138940E+01,  0.4124468E+01,  0.4111134E+01,  0.4098836E+01,  0.4087484E+01,  0.4076996E+01,  0.4067297E+01,  0.4058319E+01,  0.4050000E+01,
  0.1086000E+06,  0.3000000E+03,         2,        37,         2,  0.4450564E+01,  0.4411152E+01,  0.4374761E+01,  0.4341223E+01,  0.4310364E+01,  0.4281999E+01,  0.4255941E+01,  0.4232012E+01,  0.4210039E+01,  0.4189860E+01,  0.4171321E+01,  0.4154282E+01,  0.4138610E+01,  0.4124185E+01,  0.4110897E+01,  0.4098644E+01,  0.4087335E+01,  0.4076887E+01,  0.4067227E+01,  0.4058285E+01,  0.4050000E+01,
  0.1092000E+06,  0.3000000E+03,         2,        38,         2,  0.4450050E+01,  0.4410620E+01,  0.4374223E+01,  0.4340689E+01,  0.4309842E+01,  0.4281496E+01,  0.4255464E+01,  0.4231564E+01,  0.4209625E+01,  0.4189482E+01,  0.4170981E+01,  0.4153980E+01,  0.4138346E+01,  0.4123959E+01,  0.4110707E+01,  0.4098490E+01,  0.4087215E+01,  0.4076800E+01,  0.4067170E+01,  0.4058258E+01,  0.4050000E+01,
  0.1098000E+06,  0.3000000E+03,         2,        39,         2,  0.4449639E+01,  0.4410195E+01,  0.4373792E+01,  0.4340260E+01,  0.4309423E+01,  0.4281093E+01,  0.4255081E+01,  0.4231206E+01,  0.4209294E+01,  0.4189180E+01,  0.4170709E+01,  0.4153738E+01,  0.4138135E+01,  0.4123778E+01,  0.4110556E+01,  0.4098367E+01,  0.4087119E+01,  0.4076730E+01,  0.4067125E+01,  0.4058236E+01,  0.4050000E+01,
  0.1104000E+06,  0.3000000E+03,         2,        40,         2,  0.4449310E+01,  0.4409854E+01,  0.4373447E+01,  0.4339918E+01,  0.4309089E+01,  0.4280771E+01,  0.4254775E+01,  0.4230920E+01,  0.4209029E+01,  0.4188938E+01,  0.4170491E+01,  0.4153544E+01,  0.4137966E+01,  0.4123633E+01,  0.4110435E+01,  0.4098269E+01,  0.4087043E+01,  0.4076675E+01,  0.4067090E+01,  0.4058219E+01,  0.4050000E+01,
  0.1110000E+06,  0.3000000E+03,         2,        41,         2,  0.4449046E+01,  0.4409581E+01,  0.4373171E+01,  0.4339643E+01,  0.4308821E+01,  0.4280513E+01,  0.4254531E+01,  0.4230691E+01,  0.4208817E+01,  0.4188744E+01,  0.4170316E+01,  0.4153390E+01,  0.4137831E+01,  0.4123517E+01,  0.4110338E+01,  0.4098190E+01,  0.4086982E+01,  0.4076630E+01,  0.4067061E+01,  0.4058205E+01,  0.4050000E+01,
  0.1116000E+06,  0.3000000E+03,         2,        42,         2,  0.4448835E+01,  0.4409363E+01,  0.4372950E+01,  0.4339424E+01,  0.4308606E+01,  0.4280307E+01,  0.4254335E+01,  0.4230507E+01,  0.4208648E+01,  0.4188589E+01,  0.4170177E+01,  0.4153266E+01,  0.4137723E+01,  0.4123425E+01,  0.4110260E+01,  0.4098127E+01,  0.4086933E+01,  0.4076595E+01,  0.4067038E+01,  0.4058194E+01,  0.4050000E+01,
  0.1122000E+06,  0.3000000E+03,         2,        43,         2,  0.4448667E+01,  0.4409189E+01,  0.4372773E+01,  0.4339248E+01,  0.4308435E+01,  0.4280142E+01,  0.4254178E+01,  0.4230361E+01,  0.4208512E+01,  0.4188466E+01,  0.4170066E+01,  0.4153167E+01,  0.4137636E+01,  0.4123351E+01,  0.4110198E+01,  0.4098077E+01,  0.4086894E+01,  0.4076566E+01,  0.4067019E+01,  0.4058185E+01,  0.4050000E+01,
  0.1128000E+06,  0.3000000E+03,         2,        44,         2,  0.4448532E+01,  0.4409049E+01,  0.4372632E+01,  0.4339108E+01,  0.4308298E+01,  0.4280010E+01,  0.4254053E+01,  0.4230243E+01,  0.4208403E+01,  0.4188367E+01,  0.4169976E+01,  0.4153088E+01,  0.4137567E+01,  0.4123291E+01,  0.4110149E+01,  0.4098037E+01,  0.4086862E+01,  0.4076543E+01,  0.4067005E+01,  0.4058178E+01,  0.4050000E+01,
  0.1134000E+06,  0.3000000E+03,         2,        45,         2,  0.4448424E+01,  0.4408937E+01,  0.4372518E+01,  0.4338995E+01,  0.4308188E+01,  0.4279904E+01,  0.4253953E+01,  0.4230149E+01,  0.4208317E+01,  0.4188287E+01,  0.4169905E+01,  0.4153025E+01,  0.4137512E+01,  0.4123244E+01,  0.4110109E+01,  0.4098004E+01,  0.4086837E+01,  0.4076525E+01,  0.4066993E+01,  0.4058172E+01,  0.4050000E+01,
  0.1140000E+06,  0.3000000E+03,         2,        46,         2,  0.4448337E+01,  0.4408848E+01,  0.4372428E+01,  0.4338906E+01,  0.4308100E+01,  0.4279819E+01,  0.4253873E+01,  0.4230074E+01,  0.4208247E+01,  0.4188224E+01,  0.4169848E+01,  0.4152974E+01,  0.4137468E+01,  0.4123206E+01,  0.4110077E+01,  0.4097979E+01,  0.4086817E+01,  0.4076511E+01,  0.4066983E+01,  0.4058167E+01,  0.4050000E+01,
  0.1146000E+06,  0.3000000E+03,         2,        47,         2,  0.4448268E+01,  0.4408776E+01,  0.4372356E+01,  0.4338834E+01,  0.4308030E+01,  0.4279752E+01,  0.4253808E+01,  0.4230014E+01,  0.4208192E+01,  0.4188173E+01,  0.4169802E+01,  0.4152933E+01,  0.4137432E+01,  0.4123176E+01,  0.4110052E+01,  0.4097958E+01,  0.4086801E+01,  0.4076499E+01,  0.4066976E+01,  0.4058164E+01,  0.4050000E+01,
  0.1152000E+06,  0.3000000E+03,         2,        48,         2,  0.4448213E+01,  0.4408719E+01,  0.4372298E+01,  0.4338776E+01,  0.4307974E+01,  0.4279698E+01,  0.4253757E+01,  0.4229966E+01,  0.4208147E+01,  0.4188133E+01,  0.4169766E+01,  0.4152901E+01,  0.4137404E+01,  0.4123152E+01,  0.4110032E+01,  0.4097942E+01,  0.4086789E+01,  0.4076490E+01,  0.4066970E+01,  0.4058161E+01,  0.4050000E+01,
  0.1158000E+06,  0.3000000E+03,         2,        49,         2,  0.4448168E+01,  0.4408673E+01,  0.4372251E+01,  0.4338730E+01,  0.4307929E+01,  0.4279654E+01,  0.4253716E+01,  0.4229928E+01,  0.4208112E+01,  0.4188100E+01,  0.4169737E+01,  0.4152875E+01,  0.4137381E+01,  0.4123132E+01,  0.4110015E+01,  0.4097928E+01,  0.4086778E+01,  0.4076482E+01,  0.4066965E+01,  0.4058159E+01,  0.4050000E+01,
  0.1164000E+06,  0.3000000E+03,         2,        50,         2,  0.4448133E+01,  0.4408637E+01,  0.4372214E+01,  0.4338693E+01,  0.4307892E+01,  0.4279620E+01,  0.4253683E+01,  0.4229897E+01,  0.4208083E+01,  0.4188074E+01,  0.4169713E+01,  0.4152854E+01,  0.4137363E+01,  0.4123117E+01,  0.4110002E+01,  0.4097918E+01,  0.4086770E+01,  0.4076476E+01,  0.4066961E+01,  0.4058157E+01,  0.4050000E+01,
  0.1170000E+06,  0.3000000E+03,         2,        51,         2,  0.4448105E+01,  0.4408607E+01,  0.4372184E+01,  0.4338663E+01,  0.4307864E+01,  0.4279592E+01,  0.4253657E+01,  0.4229872E+01,  0.4208060E+01,  0.4188054E+01,  0.4169695E+01,  0.4152838E+01,  0.4137349E+01,  0.4123104E+01,  0.4109992E+01,  0.4097909E+01,  0.4086764E+01,  0.4076471E+01,  0.4066958E+01,  0.4058155E+01,  0.4050000E+01,
  0.1176000E+06,  0.3000000E+03,         2,        52,         2,  0.4448082E+01,  0.4408584E+01,  0.4372160E+01,  0.4338640E+01,  0.4307841E+01,  0.4279570E+01,  0.4253636E+01,  0.4229853E+01,  0.4208042E+01,  0.4188037E+01,  0.4169680E+01,  0.4152824E+01,  0.4137337E+01,  0.4123094E+01,  0.4109984E+01,  0.4097903E+01,  0.4086758E+01,  0.4076468E+01,  0.4066956E+01,  0.4058154E+01,  0.4050000E+01,
  0.1182000E+06,  0.3000000E+03,         2,        53,         2,  0.4448064E+01,  0.4408565E+01,  0.4372141E+01,  0.4338621E+01,  0.4307822E+01,  0.4279552E+01,  0.4253619E+01,  0.4229837E+01,  0.4208028E+01,  0.4188024E+01,  0.4169668E+01,  0.4152814E+01,  0.4137328E+01,  0.4123086E+01,  0.4109977E+01,  0.4097897E+01,  0.4086754E+01,  0.4076465E+01,  0.4066954E+01,  0.4058153E+01,  0.4050000E+01,
  0.1188000E+06,  0.3000000E+03,         2,        54,         2,  0.4448049E+01,  0.4408550E+01,  0.4372126E+01,  0.4338606E+01,  0.4307808E+01,  0.4279538E+01,  0.4253606E+01,  0.4229824E+01,  0.4208016E+01,  0.4188013E+01,  0.4169658E+01,  0.4152805E+01,  0.4137320E+01,  0.4123080E+01,  0.4109972E+01,  0.4097893E+01,  0.4086751E+01,  0.4076462E+01,  0.4066952E+01,  0.4058152E+01,  0.4050000E+01,
  0.1194000E+06,  0.3000000E+03,         2,        55,         2,  0.4448038E+01,  0.4408538E+01,  0.4372114E+01,  0.4338594E+01,  0.4307796E+01,  0.4279527E+01,  0.4253595E+01,  0.4229814E+01,  0.4208007E+01,  0.4188005E+01,  0.4169650E+01,  0.4152799E+01,  0.4137315E+01,  0.4123075E+01,  0.4109968E+01,  0.4097890E+01,  0.4086748E+01,  0.4076460E+01,  0.4066951E+01,  0.4058152E+01,  0.4050000E+01,
  0.1200000E+06,  0.3000000E+03,         2,        56,         2,  0.4448029E+01,  0.4408529E+01,  0.4372105E+01,  0.4338584E+01,  0.4307786E+01,  0.4279518E+01,  0.4253586E+01,  0.4229806E+01,  0.4207999E+01,  0.4187998E+01,  0.4169644E+01,  0.4152793E+01,  0.4137310E+01,  0.4123071E+01,  0.4109964E+01,  0.4097887E+01,  0.4086746E+01,  0.4076459E+01,  0.4066950E+01,  0.4058151E+01,  0.4050000E+01,
  0.1206000E+06,  0.3000000E+03,         2,        57,         2,  0.4448021E+01,  0.4408521E+01,  0.4372097E+01,  0.4338577E+01,  0.4307779E+01,  0.4279510E+01,  0.4253579E+01,  0.4229800E+01,  0.4207993E+01,  0.4187992E+01,  0.4169639E+01,  0.4152789E+01,  0.4137306E+01,  0.4123068E+01,  0.4109961E+01,  0.4097885E+01,  0.4086744E+01,  0.4076457E+01,  0.4066949E+01,  0.4058151E+01,  0.4050000E+01,
  0.1212000E+06,  0.3000000E+03,         2,        58,         2,  0.4448015E+01,  0.4408515E+01,  0.4372091E+01,  0.4338571E+01,  0.4307773E+01,  0.4279505E+01,  0.4253574E+01,  0.4229795E+01,  0.4207989E+01,  0.4187988E+01,  0.4169636E+01,  0.4152785E+01,  0.4137303E+01,  0.4123065E+01,  0.4109959E+01,  0.4097883E+01,  0.4086743E+01,  0.4076456E+01,  0.4066948E+01,  0.4058151E+01,  0.4050000E+01,
  0.1218000E+06,  0.3000000E+03,         2,        59,         2,  0.4448010E+01,  0.4408510E+01,  0.4372086E+01,  0.4338566E+01,  0.4307768E+01,  0.4279500E+01,  0.4253570E+01,  0.4229791E+01,  0.4207985E+01,  0.4187985E+01,  0.4169633E+01,  0.4152783E+01,  0.4137301E+01,  0.4123063E+01,  0.4109958E+01,  0.4097882E+01,  0.4086742E+01,  0.4076456E+01,  0.4066948E+01,  0.4058150E+01,  0.4050000E+01,
  0.1224000E+06,  0.3000000E+03,         2,        60,         2,  0.4448006E+01,  0.4408506E+01,  0.4372082E+01,  0.4338562E+01,  0.4307764E+01,  0.4279496E+01,  0.4253566E+01,  0.4229787E+01,  0.4207982E+01,  0.4187982E+01,  0.4169630E+01,  0.4152780E+01,  0.4137299E+01,  0.4123062E+01,  0.4109956E+01,  0.4097880E+01,  0.4086741E+01,  0.4076455E+01,  0.4066948E+01,  0.4058150E+01,  0.4050000E+01,
  0.1230000E+06,  0.3000000E+03,         2,        61,         2,  0.4448003E+01,  0.4408503E+01,  0.4372078E+01,  0.4338559E+01,  0.4307761E+01,  0.4279493E+01,  0.4253563E+01,  0.4229785E+01,  0.4207979E+01,  0.4187980E+01,  0.4169628E+01,  0.4152779E+01,  0.4137297E+01,  0.4123060E+01,  0.4109955E+01,  0.4097880E+01,  0.4086740E+01,  0.4076454E+01,  0.4066947E+01,  0.4058150E+01,  0.4050000E+01,
  0.1236000E+06,  0.3000000E+03,         2,        62,         2,  0.4448001E+01,  0.4408500E+01,  0.4372076E+01,  0.4338556E+01,  0.4307759E+01,  0.4279491E+01,  0.4253561E+01,  0.4229783E+01,  0.4207978E+01,  0.4187978E+01,  0.4169626E+01,  0.4152777E+01,  0.4137296E+01,  0.4123059E+01,  0.4109954E+01,  0.4097879E+01,  0.4086740E+01,  0.4076454E+01,  0.4066947E+01,  0.4058150E+01,  0.4050000E+01,
  0.1242000E+06,  0.3000000E+03,         2,        63,         2,  0.4447999E+01,  0.4408498E+01,  0.4372074E+01,  0.4338554E+01,  0.4307757E+01,  0.4279489E+01,  0.4253559E+01,  0.4229781E+01,  0.4207976E+01,  0.4187976E+01,  0.4169625E+01,  0.4152776E+01,  0.4137295E+01,  0.4123058E+01,  0.4109954E+01,  0.4097878E+01,  0.4086739E+01,  0.4076454E+01,  0.4066947E+01,  0.4058150E+01,  0.4050000E+01,
  0.1248000E+06,  0.3000000E+03,         2,        64,         2,  0.4447998E+01,  0.4408497E+01,  0.4372072E+01,  0.4338552E+01,  0.4307755E+01,  0.4279488E+01,  0.4253558E+01,  0.4229780E+01,  0.4207975E+01,  0.4187975E+01,  0.4169624E+01,  0.4152775E+01,  0.4137294E+01,  0.4123058E+01,  0.4109953E+01,  0.4097878E+01,  0.4086739E+01,  0.4076453E+01,  0.4066947E+01,  0.4058150E+01,  0.4050000E+01,
  0.1254000E+06,  0.3000000E+03,         2,        65,         2,  0.4447996E+01,  0.4408496E+01,  0.4372071E+01,  0.4338551E+01,  0.4307754E+01,  0.4279487E+01,  0.4253557E+01,  0.4229778E+01,  0.4207974E+01,  0.4187974E+01,  0.4169623E+01,  0.4152774E+01,  0.4137293E+01,  0.4123057E+01,  0.4109952E+01,  0.4097877E+01,  0.4086739E+01,  0.4076453E+01,  0.4066946E+01,  0.4058150E+01,  0.4050000E+01,
  0.1260000E+06,  0.3000000E+03,         2,        66,         2,  0.4447996E+01,  0.4408495E+01,  0.4372070E+01,  0.4338550E+01,  0.4307753E+01,  0.4279486E+01,  0.4253556E+01,  0.4229778E+01,  0.4207973E+01,  0.4187974E+01,  0.4169623E+01,  0.4152774E+01,  0.4137293E+01,  0.4123057E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1266000E+06,  0.3000000E+03,         2,        67,         2,  0.4447995E+01,  0.4408494E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279485E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137293E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1272000E+06,  0.3000000E+03,         2,        68,         2,  0.4447995E+01,  0.4408494E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279485E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137293E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1278000E+06,  0.3000000E+03,         2,        69,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1284000E+06,  0.3000000E+03,         2,        70,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1290000E+06,  0.3000000E+03,         2,        71,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1296000E+06,  0.3000000E+03,         2,        72,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1302000E+06,  0.3000000E+03,         2,        73,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253555E+01,  0.4229777E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1308000E+06,  0.3000000E+03,         2,        74,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1314000E+06,  0.3000000E+03,         2,        75,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1320000E+06,  0.3000000E+03,         2,        76,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1326000E+06,  0.3000000E+03,         2,        77,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1332000E+06,  0.3000000E+03,         2,        78,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1338000E+06,  0.3000000E+03,         2,        79,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1344000E+06,  0.3000000E+03,         2,        80,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1350000E+06,  0.3000000E+03,         2,        81,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
